year,award_type,win_type,contributor_name,movie_name
1996,supporting_actress,nominee,Marianne Jean-Baptiste,Secrets & Lies
1997,supporting_actress,winner,Kim Basinger,L.A. Confidential
1997,supporting_actress,nominee,Joan Cusack,In & Out
1997,supporting_actress,nominee,Minnie Driver,Good Will Hunting
1997,supporting_actress,nominee,Julianne Moore,Boogie Nights
1997,supporting_actress,nominee,Gloria Stuart,Titanic
1998,supporting_actress,nominee,Kathy Bates,Primary Colors
1998,supporting_actress,nominee,Brenda Blethyn,Little Voice
1998,supporting_actress,winner,Judi Dench,Shakespeare in Love
1998,supporting_actress,nominee,Rachel Griffiths,Hilary and Jackie
1998,supporting_actress,nominee,Lynn Redgrave,Gods and Monsters
1999,supporting_actress,nominee,Toni Collette,The Sixth Sense
1999,supporting_actress,winner,Angelina Jolie,"Girl, Interrupted"
1999,supporting_actress,nominee,Catherine Keener,Being John Malkovich
1999,supporting_actress,nominee,Samantha Morton,Sweet and Lowdown
1999,supporting_actress,nominee,Chloë Sevigny,Boys Don't Cry
2000,supporting_actress,nominee,Judi Dench,Chocolat
2000,supporting_actress,winner,Marcia Gay Harden,Pollock
2000,supporting_actress,nominee,Kate Hudson,Almost Famous
2000,supporting_actress,nominee,Frances McDormand,Almost Famous
2000,supporting_actress,nominee,Julie Walters,Billy Elliot
2001,supporting_actress,winner,Jennifer Connelly,A Beautiful Mind
2001,supporting_actress,nominee,Helen Mirren,Gosford Park
2001,supporting_actress,nominee,Maggie Smith,Gosford Park
2001,supporting_actress,nominee,Marisa Tomei,In the Bedroom
2001,supporting_actress,nominee,Kate Winslet,Iris
2002,supporting_actress,nominee,Kathy Bates,About Schmidt
2002,supporting_actress,nominee,Julianne Moore,The Hours
2002,supporting_actress,nominee,Queen Latifah,Chicago
2002,supporting_actress,nominee,Meryl Streep,Adaptation
2002,supporting_actress,winner,Catherine Zeta-Jones,Chicago
2003,supporting_actress,nominee,Shohreh Aghdashloo,House of Sand and Fog
2003,supporting_actress,nominee,Patricia Clarkson,Pieces of April
2003,supporting_actress,nominee,Marcia Gay Harden,Mystic River
2003,supporting_actress,nominee,Holly Hunter,Thirteen
2003,supporting_actress,winner,Renée Zellweger,Cold Mountain
2004,supporting_actress,winner,Cate Blanchett,The Aviator
2004,supporting_actress,nominee,Laura Linney,Kinsey
2004,supporting_actress,nominee,Virginia Madsen,Sideways
2004,supporting_actress,nominee,Sophie Okonedo,Hotel Rwanda
2004,supporting_actress,nominee,Natalie Portman,Closer
2005,supporting_actress,nominee,Amy Adams,Junebug
2005,supporting_actress,nominee,Catherine Keener,Capote
2005,supporting_actress,nominee,Frances McDormand,North Country
2005,supporting_actress,winner,Rachel Weisz,The Constant Gardener
2005,supporting_actress,nominee,Michelle Williams,Brokeback Mountain
2006,supporting_actress,nominee,Adriana Barraza,Babel
2006,supporting_actress,nominee,Cate Blanchett,Notes on a Scandal
2006,supporting_actress,nominee,Abigail Breslin,Little Miss Sunshine
2006,supporting_actress,winner,Jennifer Hudson,Dreamgirls
2006,supporting_actress,nominee,Rinko Kikuchi,Babel
2007,supporting_actress,nominee,Cate Blanchett,I'm Not There
2007,supporting_actress,nominee,Ruby Dee,American Gangster
2007,supporting_actress,nominee,Saoirse Ronan,Atonement
2007,supporting_actress,nominee,Amy Ryan,Gone Baby Gone
2007,supporting_actress,winner,Tilda Swinton,Michael Clayton
2008,supporting_actress,nominee,Amy Adams,Doubt
2008,supporting_actress,winner,Penélope Cruz,Vicky Cristina Barcelona
2008,supporting_actress,nominee,Viola Davis,Doubt
2008,supporting_actress,nominee,Taraji P. Henson,The Curious Case of Benjamin Button
2008,supporting_actress,nominee,Marisa Tomei,The Wrestler
2009,supporting_actress,nominee,Penélope Cruz,Nine
2009,supporting_actress,nominee,Vera Farmiga,Up in the Air
2009,supporting_actress,nominee,Maggie Gyllenhaal,Crazy Heart
2009,supporting_actress,nominee,Anna Kendrick,Up in the Air
2009,supporting_actress,winner,MoNique,Precious: Based on the Novel 'Push' by Sapphire
2010,supporting_actress,nominee,Amy Adams,The Fighter
2010,supporting_actress,nominee,Helena Bonham Carter,The King's Speech
2010,supporting_actress,winner,Melissa Leo,The Fighter
2010,supporting_actress,nominee,Hailee Steinfeld,True Grit
2010,supporting_actress,nominee,Jacki Weaver,Animal Kingdom
2011,supporting_actress,nominee,Bérénice Bejo,The Artist
2011,supporting_actress,nominee,Jessica Chastain,The Help
2011,supporting_actress,nominee,Melissa McCarthy,Bridesmaids
2011,supporting_actress,nominee,Janet McTeer,Albert Nobbs
2011,supporting_actress,winner,Octavia Spencer,The Help
2012,supporting_actress,nominee,Amy Adams,The Master
2012,supporting_actress,nominee,Sally Field,Lincoln
2012,supporting_actress,winner,Anne Hathaway,Les Misérables
2012,supporting_actress,nominee,Helen Hunt,The Sessions
2012,supporting_actress,nominee,Jacki Weaver,Silver Linings Playbook
2013,supporting_actress,nominee,Sally Hawkins,Blue Jasmine
2013,supporting_actress,nominee,Jennifer Lawrence,American Hustle
2013,supporting_actress,winner,Lupita Nyongo,12 Years a Slave
2013,supporting_actress,nominee,Julia Roberts,August: Osage County
2013,supporting_actress,nominee,June Squibb,Nebraska
